ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600519.SH,20250528,1537.0,0.1295,0.2962,0.8,22.3915,21.6916,7.4733,11.2978,10.9875,3.5627,3.5627,125619.78,125619.78,54913.6536,193077601.86,193077601.86
600519.SH,20250527,1543.9,0.1413,0.3233,0.86,22.492,21.789,7.5068,11.3485,11.0368,3.5467,3.5467,125619.78,125619.78,54913.6536,193944378.342,193944378.342
600519.SH,20250526,1550.5,0.2156,0.4933,1.19,22.5882,21.8821,7.5389,11.397,11.084,3.5316,3.5316,125619.78,125619.78,54913.6536,194773468.89,194773468.89
600519.SH,20250523,1572.6,0.1714,0.3922,0.93,22.9101,22.194,7.6464,11.5594,11.242,3.482,3.482,125619.78,125619.78,54913.6536,197549666.028,197549666.028
600519.SH,20250522,1580.0,0.1201,0.2748,0.6,23.0179,22.2984,7.6823,11.6138,11.2949,3.4657,3.4657,125619.78,125619.78,54913.6536,198479252.4,198479252.4
600519.SH,20250521,1580.97,0.1576,0.3605,0.68,23.0321,22.3121,7.6871,11.621,11.3018,3.4636,3.4636,125619.78,125619.78,54913.6536,198601103.5866,198601103.5866
600519.SH,20250520,1586.0,0.1554,0.3555,0.67,23.1053,22.3831,7.7115,11.6579,11.3378,3.4526,3.4526,125619.78,125619.78,54913.6536,199232971.08,199232971.08
600519.SH,20250519,1578.98,0.303,0.6931,1.43,23.0031,22.284,7.6774,11.6063,11.2876,3.4679,3.4679,125619.78,125619.78,54913.6536,198351120.2244,198351120.2244
600519.SH,20250516,1614.13,0.1826,0.4177,0.86,23.5151,22.7801,7.8483,11.8647,11.5389,3.3924,3.3924,125619.78,125619.78,54913.6536,202766655.4914,202766655.4914
600519.SH,20250515,1632.01,0.1969,0.4504,0.87,23.7756,23.0325,7.9352,11.9961,11.6667,3.3552,3.3552,125619.78,125619.78,54913.6536,205012737.1578,205012737.1578
600519.SH,20250514,1634.99,0.3141,0.7186,1.51,23.819,23.0745,7.9497,12.018,11.688,3.3491,3.3491,125619.78,125619.78,54913.6536,205387084.1022,205387084.1022
600519.SH,20250513,1590.3,0.1692,0.3871,0.83,23.168,22.4438,7.7324,11.6895,11.3685,3.4432,3.4432,125619.78,125619.78,54913.6536,199773136.134,199773136.134
600519.SH,20250512,1604.5,0.1969,0.4504,0.96,23.3748,22.6442,7.8015,11.7939,11.47,3.4128,3.4128,125619.78,125619.78,54913.6536,201556937.01,201556937.01
600519.SH,20250509,1591.18,0.1884,0.4311,0.96,23.1808,22.4562,7.7367,11.696,11.3748,3.4413,3.4413,125619.78,125619.78,54913.6536,199883681.5404,199883681.5404
600519.SH,20250508,1578.19,0.2665,0.6097,1.59,22.9916,22.2729,7.6735,11.6005,11.282,3.4697,3.4697,125619.78,125619.78,54913.6536,198251880.5982,198251880.5982
600519.SH,20250507,1555.0,0.2186,0.5001,1.49,22.6537,21.9456,7.5608,11.4301,11.1162,3.5214,3.5214,125619.78,125619.78,54913.6536,195338757.9,195338757.9
600519.SH,20250506,1550.2,0.1457,0.3333,1.03,22.5838,21.8779,7.5374,11.3948,11.0819,3.5323,3.5323,125619.78,125619.78,54913.6536,194735782.956,194735782.956
600519.SH,20250430,1547.0,0.205,0.4464,1.57,22.5372,21.8327,7.5219,11.3713,11.059,3.5396,3.5396,125619.78,125619.78,57698.6224,194333799.66,194333799.66
600519.SH,20250429,1544.0,0.1506,0.3279,1.16,22.4935,22.4935,8.3205,11.3492,11.3492,3.5465,3.5465,125619.78,125619.78,57698.6224,193956940.32,193956940.32
600519.SH,20250428,1550.0,0.1167,0.2541,0.86,22.5809,22.5809,8.3529,11.3933,11.3933,3.5328,3.5328,125619.78,125619.78,57698.6224,194710659.0,194710659.0
600519.SH,20250425,1550.0,0.1175,0.2559,0.82,22.5809,22.5809,8.3529,11.3933,11.3933,3.5328,3.5328,125619.78,125619.78,57698.6224,194710659.0,194710659.0
600519.SH,20250424,1552.25,0.1184,0.2577,0.75,22.6136,22.6136,8.365,11.4098,11.4098,3.5277,3.5277,125619.78,125619.78,57698.6224,194993303.505,194993303.505
600519.SH,20250423,1552.0,0.1486,0.3236,0.83,22.61,22.61,8.3637,11.408,11.408,3.5282,3.5282,125619.78,125619.78,57698.6224,194961898.56,194961898.56
600519.SH,20250422,1548.8,0.1467,0.3195,0.8,22.5634,22.5634,8.3464,11.3845,11.3845,3.5355,3.5355,125619.78,125619.78,57698.6224,194559915.264,194559915.264
600519.SH,20250421,1551.0,0.1437,0.313,0.76,22.5954,22.5954,8.3583,11.4007,11.4007,3.5305,3.5305,125619.78,125619.78,57698.6224,194836278.78,194836278.78
600519.SH,20250418,1565.94,0.1616,0.3518,0.78,22.8131,22.8131,8.4388,11.5105,11.5105,3.4968,3.4968,125619.78,125619.78,57698.6224,196713038.2932,196713038.2932
600519.SH,20250417,1570.0,0.1898,0.4133,0.82,22.8722,22.8722,8.4607,11.5403,11.5403,3.4878,3.4878,125619.78,125619.78,57698.6224,197223054.6,197223054.6
600519.SH,20250416,1559.17,0.248,0.54,0.92,22.7145,22.7145,8.4023,11.4607,11.4607,3.512,3.512,125619.78,125619.78,57698.6224,195862592.3826,195862592.3826
600519.SH,20250415,1558.0,0.1711,0.3724,0.48,22.6974,22.6974,8.396,11.4521,11.4521,3.5146,3.5146,125619.78,125619.78,57698.6224,195715617.24,195715617.24
600519.SH,20250414,1551.99,0.1728,0.3763,0.36,22.6099,22.6099,8.3636,11.4079,11.4079,3.5282,3.5282,125619.78,125619.78,57698.6224,194960642.3622,194960642.3622
600519.SH,20250411,1568.98,0.2598,0.5656,0.53,22.8574,22.8574,8.4552,11.5328,11.5328,3.49,3.49,125619.78,125619.78,57698.6224,197094922.4244,197094922.4244
600519.SH,20250410,1549.0,0.3074,0.6693,0.67,22.5663,22.5663,8.3475,11.386,11.386,3.5351,3.5351,125619.78,125619.78,57698.6224,194585039.22,194585039.22
600519.SH,20250409,1541.04,0.4428,0.9641,1.11,22.4503,22.4503,8.3046,11.3274,11.3274,3.5533,3.5533,125619.78,125619.78,57698.6224,193585105.7712,193585105.7712
600519.SH,20250408,1545.0,0.5881,1.2804,1.86,22.508,22.508,8.3259,11.3566,11.3566,3.5442,3.5442,125619.78,125619.78,57698.6224,194082560.1,194082560.1
600519.SH,20250407,1500.0,0.8116,1.767,4.51,21.8525,21.8525,8.0834,11.0258,11.0258,3.6505,3.6505,125619.78,125619.78,57698.6224,188429670.0,188429670.0
600519.SH,20250403,1568.88,0.2824,0.6149,1.86,22.8559,22.8559,8.4546,11.5321,11.5321,3.4903,3.4903,125619.78,125619.78,57698.6224,197082360.4464,197082360.4464
600519.SH,20250402,1549.02,0.1725,0.3756,1.23,26.0373,23.5335,9.3683,13.1751,11.7788,3.535,3.535,125619.78,125619.78,57698.6224,194587551.6156,194587551.6156
600519.SH,20250401,1556.02,0.1477,0.3216,1.06,26.155,23.6398,9.4106,13.2346,11.832,3.5191,3.5191,125619.78,125619.78,57698.6224,195466890.0756,195466890.0756
600519.SH,20250331,1561.0,0.1678,0.3654,1.15,26.2387,23.7155,9.4407,13.277,11.8699,3.5079,3.5079,125619.78,125619.78,57698.6224,196092476.58,196092476.58
600519.SH,20250328,1585.21,0.1292,0.2813,0.74,26.6456,24.0833,9.5872,13.4829,12.054,3.4543,3.4543,125619.78,125619.78,57698.6224,199133731.4538,199133731.4538
600519.SH,20250327,1589.0,0.1429,0.3112,0.7,26.7093,24.1409,9.6101,13.5151,12.0828,3.4461,3.4461,125619.78,125619.78,57698.6224,199609830.42,199609830.42
600519.SH,20250326,1576.0,0.114,0.2482,0.51,26.4908,23.9434,9.5315,13.4046,11.984,3.4745,3.4745,125619.78,125619.78,57698.6224,197976773.28,197976773.28
600519.SH,20250325,1575.5,0.1407,0.3063,0.57,26.4824,23.9358,9.5284,13.4003,11.9802,3.4756,3.4756,125619.78,125619.78,57698.6224,197913963.39,197913963.39
600519.SH,20250324,1583.0,0.2035,0.4431,0.69,26.6085,24.0497,9.5738,13.4641,12.0372,3.4591,3.4591,125619.78,125619.78,57698.6224,198856111.74,198856111.74
600519.SH,20250321,1573.75,0.2676,0.5826,0.69,26.453,23.9092,9.5178,13.3854,11.9669,3.4795,3.4795,125619.78,125619.78,57698.6224,197694128.775,197694128.775
600519.SH,20250320,1604.0,0.2924,0.6367,0.79,26.9615,24.3688,9.7008,13.6427,12.1969,3.4138,3.4138,125619.78,125619.78,57698.6224,201494127.12,201494127.12
600519.SH,20250319,1635.71,0.218,0.4988,0.58,27.4945,24.8505,9.8926,13.9124,12.438,3.3477,3.3477,125619.78,125619.78,54913.6536,205477530.3438,205477530.3438
600519.SH,20250318,1624.0,0.2517,0.5757,0.65,27.2977,24.6726,9.8217,13.8128,12.349,3.3718,3.3718,125619.78,125619.78,54913.6536,204006522.72,204006522.72
600519.SH,20250317,1637.86,0.4354,0.9959,1.25,27.5306,24.8832,9.9056,13.9307,12.4544,3.3433,3.3433,125619.78,125619.78,54913.6536,205747612.8708,205747612.8708
600519.SH,20250314,1628.01,0.7396,1.692,2.82,27.3651,24.7335,9.846,13.8469,12.3795,3.3635,3.3635,125619.78,125619.78,54913.6536,204510258.0378,204510258.0378
600519.SH,20250313,1537.77,0.2048,0.4685,0.71,25.8482,23.3626,9.3002,13.0794,11.6933,3.5609,3.5609,125619.78,125619.78,54913.6536,193174329.0906,193174329.0906
600519.SH,20250312,1542.58,0.2357,0.5391,0.84,25.9291,23.4356,9.3293,13.1203,11.7298,3.5498,3.5498,125619.78,125619.78,54913.6536,193778560.2324,193778560.2324
600519.SH,20250311,1548.68,0.3166,0.7243,1.23,26.0316,23.5283,9.3662,13.1722,11.7762,3.5358,3.5358,125619.78,125619.78,54913.6536,194544840.8904,194544840.8904
600519.SH,20250310,1522.9,0.2497,0.5712,0.97,25.5983,23.1367,9.2103,12.9529,11.5802,3.5956,3.5956,125619.78,125619.78,54913.6536,191306362.962,191306362.962
600519.SH,20250307,1521.0,0.3024,0.6918,1.06,25.5663,23.1078,9.1988,12.9368,11.5657,3.6001,3.6001,125619.78,125619.78,54913.6536,191067685.38,191067685.38
600519.SH,20250306,1505.98,0.3357,0.7679,1.13,25.3139,22.8796,9.108,12.809,11.4515,3.636,3.636,125619.78,125619.78,54913.6536,189180876.2844,189180876.2844
600519.SH,20250305,1466.37,0.1959,0.4481,0.65,24.6481,22.2778,8.8684,12.4721,11.1503,3.7343,3.7343,125619.78,125619.78,54913.6536,184205076.7986,184205076.7986
600519.SH,20250304,1470.11,0.2007,0.4591,0.66,24.7109,22.3346,8.891,12.5039,11.1788,3.7248,3.7248,125619.78,125619.78,54913.6536,184674894.7758,184674894.7758
600519.SH,20250303,1487.02,0.2515,0.5754,0.81,24.9952,22.5915,8.9933,12.6477,11.3074,3.6824,3.6824,125619.78,125619.78,54913.6536,186799125.2556,186799125.2556
600519.SH,20250228,1500.79,0.4468,1.0221,1.6,25.2266,22.8007,9.0766,12.7649,11.4121,3.6486,3.6486,125619.78,125619.78,54913.6536,188528909.6262,188528909.6262
600519.SH,20250227,1485.56,0.3961,0.9062,1.66,24.9706,22.5694,8.9845,12.6353,11.2963,3.686,3.686,125619.78,125619.78,54913.6536,186615720.3768,186615720.3768
600519.SH,20250226,1460.01,0.2099,0.4801,0.85,24.5412,22.1812,8.83,12.418,11.102,3.7505,3.7505,125619.78,125619.78,54913.6536,183406134.9978,183406134.9978
600519.SH,20250225,1454.0,0.226,0.5169,0.92,24.4401,22.0899,8.7936,12.3669,11.0563,3.766,3.766,125619.78,125619.78,54913.6536,182651160.12,182651160.12
600519.SH,20250224,1479.07,0.2766,0.6327,1.14,24.8615,22.4708,8.9452,12.5801,11.2469,3.7022,3.7022,125619.78,125619.78,54913.6536,185800448.0046,185800448.0046
600519.SH,20250221,1488.21,0.2899,0.6632,1.27,25.0152,22.6096,9.0005,12.6579,11.3164,3.6795,3.6795,125619.78,125619.78,54913.6536,186948612.7938,186948612.7938
600519.SH,20250220,1474.0,0.1891,0.4325,0.73,24.7763,22.3937,8.9146,12.537,11.2084,3.7149,3.7149,125619.78,125619.78,54913.6536,185163555.72,185163555.72
600519.SH,20250219,1491.0,0.2579,0.5899,1.04,25.0621,22.652,9.0174,12.6816,11.3376,3.6726,3.6726,125619.78,125619.78,54913.6536,187299091.98,187299091.98
600519.SH,20250218,1475.0,0.2213,0.5062,0.91,24.7931,22.4089,8.9206,12.5455,11.216,3.7124,3.7124,125619.78,125619.78,54913.6536,185289175.5,185289175.5
600519.SH,20250217,1471.62,0.2585,0.5913,1.16,24.7363,22.3576,8.9002,12.5168,11.1903,3.7209,3.7209,125619.78,125619.78,54913.6536,184864580.6436,184864580.6436
600519.SH,20250214,1475.0,0.2157,0.4935,0.9,24.7931,22.4089,8.9206,12.5455,11.216,3.7124,3.7124,125619.78,125619.78,54913.6536,185289175.5,185289175.5
600519.SH,20250213,1465.06,0.3454,0.7901,1.61,24.6261,22.2579,8.8605,12.461,11.1404,3.7376,3.7376,125619.78,125619.78,54913.6536,184040514.8868,184040514.8868
600519.SH,20250212,1443.0,0.2028,0.4639,0.85,24.2552,21.9228,8.7271,12.2733,10.9726,3.7947,3.7947,125619.78,125619.78,54913.6536,181269342.54,181269342.54
600519.SH,20250211,1418.0,0.1877,0.4293,0.76,23.835,21.543,8.5759,12.0607,10.7825,3.8616,3.8616,125619.78,125619.78,54913.6536,178128848.04,178128848.04
600519.SH,20250210,1431.51,0.1659,0.3795,0.63,24.0621,21.7482,8.6576,12.1756,10.8853,3.8252,3.8252,125619.78,125619.78,54913.6536,179825971.2678,179825971.2678
600519.SH,20250207,1436.0,0.2965,0.6782,1.19,24.1376,21.8164,8.6847,12.2138,10.9194,3.8132,3.8132,125619.78,125619.78,54913.6536,180390004.08,180390004.08
600519.SH,20250206,1412.84,0.2178,0.4982,0.87,23.7483,21.4646,8.5447,12.0168,10.7433,3.8757,3.8757,125619.78,125619.78,54913.6536,177480649.9752,177480649.9752
600519.SH,20250205,1403.8,0.3244,0.7422,1.53,23.5963,21.3272,8.49,11.9399,10.6746,3.9007,3.9007,125619.78,125619.78,54913.6536,176345047.164,176345047.164
600519.SH,20250127,1434.99,0.2337,0.5346,1.09,24.1206,21.8011,8.6786,12.2052,10.9117,3.8159,3.8159,125619.78,125619.78,54913.6536,180263128.1022,180263128.1022
600519.SH,20250124,1436.0,0.2496,0.5711,1.29,24.1376,21.8164,8.6847,12.2138,10.9194,3.8132,3.8132,125619.78,125619.78,54913.6536,180390004.08,180390004.08
600519.SH,20250123,1443.0,0.2159,0.494,1.12,24.2552,21.9228,8.7271,12.2733,10.9726,3.7947,3.7947,125619.78,125619.78,54913.6536,181269342.54,181269342.54
600519.SH,20250122,1441.0,0.2252,0.5152,1.27,24.2216,21.8924,8.715,12.2563,10.9574,3.8,3.8,125619.78,125619.78,54913.6536,181018102.98,181018102.98
600519.SH,20250121,1468.15,0.1342,0.307,0.67,24.678,22.3049,8.8792,12.4872,11.1639,3.7297,3.7297,125619.78,125619.78,54913.6536,184428680.007,184428680.007
600519.SH,20250120,1474.8,0.25,0.572,1.36,24.7898,22.4059,8.9194,12.5438,11.2144,3.7129,3.7129,125619.78,125619.78,54913.6536,185264051.544,185264051.544
600519.SH,20250117,1454.75,0.1457,0.3334,0.77,24.4528,22.1013,8.7981,12.3733,11.062,3.7641,3.7641,125619.78,125619.78,54913.6536,182745374.955,182745374.955
600519.SH,20250116,1446.38,0.2097,0.4797,1.08,24.3121,21.9741,8.7475,12.3021,10.9983,3.7859,3.7859,125619.78,125619.78,54913.6536,181693937.3964,181693937.3964
600519.SH,20250115,1471.27,0.1465,0.3351,0.66,24.7304,22.3523,8.8981,12.5138,11.1876,3.7218,3.7218,125619.78,125619.78,54913.6536,184820613.7206,184820613.7206
600519.SH,20250114,1472.5,0.2464,0.5637,1.17,24.7511,22.371,8.9055,12.5242,11.1969,3.7187,3.7187,125619.78,125619.78,54913.6536,184975126.05,184975126.05
600519.SH,20250113,1443.98,0.1678,0.3839,0.68,24.2717,21.9377,8.733,12.2817,10.9801,3.7922,3.7922,125619.78,125619.78,54913.6536,181392449.9244,181392449.9244
600519.SH,20250110,1436.0,0.1741,0.3983,0.66,24.1376,21.8164,8.6847,12.2138,10.9194,3.8132,3.8132,125619.78,125619.78,54913.6536,180390004.08,180390004.08
600519.SH,20250109,1444.0,0.2365,0.541,0.8,24.2721,21.938,8.7331,12.2818,10.9802,3.7921,3.7921,125619.78,125619.78,54913.6536,181394962.32,181394962.32
600519.SH,20250108,1442.5,0.2807,0.6421,0.93,24.2468,21.9152,8.7241,12.2691,10.9688,3.796,3.796,125619.78,125619.78,54913.6536,181206532.65,181206532.65
600519.SH,20250107,1440.2,0.1928,0.4411,0.63,24.2082,21.8802,8.7102,12.2495,10.9513,3.8021,3.8021,125619.78,125619.78,54913.6536,180917607.156,180917607.156
600519.SH,20250106,1440.0,0.3523,0.8059,1.32,24.2048,21.8772,8.7089,12.2478,10.9498,3.8026,3.8026,125619.78,125619.78,54913.6536,180892483.2,180892483.2
600519.SH,20250103,1475.0,0.2597,0.5942,1.06,24.7931,22.4089,8.9206,12.5455,11.216,3.7124,3.7124,125619.78,125619.78,54913.6536,185289175.5,185289175.5
600519.SH,20250102,1488.0,0.3983,0.911,2.07,25.0116,22.6064,8.9992,12.6561,11.3148,3.68,3.68,125619.78,125619.78,54913.6536,186922232.64,186922232.64
600519.SH,20241231,1524.0,0.3133,0.7167,1.9,25.6168,23.1534,9.217,12.9623,11.5886,2.9539,3.593,125619.78,125619.78,54913.6536,191444544.72,191444544.72
600519.SH,20241230,1525.0,0.2,0.4576,1.26,25.6336,23.1686,9.223,12.9708,11.5962,2.9519,3.5907,125619.78,125619.78,54913.6536,191570164.5,191570164.5
600519.SH,20241227,1528.97,0.1653,0.378,0.97,25.7003,23.2289,9.247,13.0045,11.6263,2.9443,3.5814,125619.78,125619.78,54913.6536,192068875.0266,192068875.0266
600519.SH,20241226,1527.79,0.1456,0.333,0.8,25.6805,23.2109,9.2399,12.9945,11.6174,2.9465,3.5841,125619.78,125619.78,54913.6536,191920643.6862,191920643.6862
600519.SH,20241225,1530.0,0.1363,0.3118,0.62,25.7176,23.2445,9.2532,13.0133,11.6342,2.9423,3.579,125619.78,125619.78,54913.6536,192198263.4,192198263.4
600519.SH,20241224,1538.82,0.176,0.4025,0.65,25.8659,23.3785,9.3066,13.0883,11.7012,2.9254,3.5584,125619.78,125619.78,54913.6536,193306229.8596,193306229.8596
600519.SH,20241223,1526.45,0.172,0.3934,0.6,25.658,23.1906,9.2318,12.9831,11.6072,2.9491,3.5873,125619.78,125619.78,54913.6536,191752313.181,191752313.181
600519.SH,20241220,1522.0,0.2242,0.5128,0.7,25.5832,23.123,9.2049,12.9453,11.5733,2.9578,3.5978,125619.78,125619.78,54913.6536,191193305.16,191193305.16
600519.SH,20241219,1551.01,0.1975,0.4518,0.57,26.0708,23.5637,8.1965,13.192,11.7939,2.9024,3.2225,125619.78,125619.78,54913.6536,194837534.9778,194837534.9778
600519.SH,20241218,1571.5,0.3277,0.7496,0.99,26.4152,23.875,8.3047,13.3663,11.9497,2.8646,3.1805,125619.78,125619.78,54913.6536,197411484.27,197411484.27
600519.SH,20241217,1558.0,0.4312,0.9865,1.27,26.1883,23.6699,8.2334,13.2515,11.8471,2.8894,3.2081,125619.78,125619.78,54913.6536,195715617.24,195715617.24
600519.SH,20241216,1527.2,0.259,0.5925,0.81,25.6706,23.202,8.0706,12.9895,11.6129,2.9477,3.2728,125619.78,125619.78,54913.6536,191846528.016,191846528.016
600519.SH,20241213,1519.0,0.3941,0.9016,1.35,25.5327,23.0774,8.0273,12.9198,11.5505,2.9636,3.2905,125619.78,125619.78,54913.6536,190816445.82,190816445.82
600519.SH,20241212,1565.8,0.3338,0.7637,1.33,26.3194,23.7884,8.2746,13.3178,11.9064,2.875,3.1921,125619.78,125619.78,54913.6536,196695451.524,196695451.524
600519.SH,20241211,1535.6,0.2362,0.5403,0.97,25.8118,23.3296,8.115,13.0609,11.6768,2.9316,3.2549,125619.78,125619.78,54913.6536,192901734.168,192901734.168
600519.SH,20241210,1546.59,0.4801,1.0983,2.58,25.9965,23.4966,8.1731,13.1544,11.7603,2.9107,3.2318,125619.78,125619.78,54913.6536,194282295.5502,194282295.5502
600519.SH,20241209,1518.8,0.1576,0.3606,0.8,25.5294,23.0744,8.0262,12.918,11.549,2.964,3.2909,125619.78,125619.78,54913.6536,190791321.864,190791321.864
600519.SH,20241206,1521.01,0.2551,0.5835,1.25,25.5665,23.1079,8.0379,12.9368,11.5658,2.9597,3.2861,125619.78,125619.78,54913.6536,191068941.5778,191068941.5778
600519.SH,20241205,1511.0,0.1285,0.2939,0.6,25.3983,22.9559,7.985,12.8517,11.4897,2.9793,3.3079,125619.78,125619.78,54913.6536,189811487.58,189811487.58
600519.SH,20241204,1520.0,0.1904,0.4357,0.87,25.5495,23.0926,8.0326,12.9283,11.5581,2.9616,3.2883,125619.78,125619.78,54913.6536,190942065.6,190942065.6
600519.SH,20241203,1526.74,0.1975,0.4517,0.9,25.6628,23.195,8.0682,12.9856,11.6094,2.9486,3.2738,125619.78,125619.78,54913.6536,191788742.9172,191788742.9172
600519.SH,20241202,1525.0,0.2135,0.4884,0.93,25.6336,23.1686,8.059,12.9708,11.5962,2.9519,3.2775,125619.78,125619.78,54913.6536,191570164.5,191570164.5
600519.SH,20241129,1525.74,0.2873,0.6572,1.27,25.646,23.1798,8.0629,12.9771,11.6018,2.9505,3.2759,125619.78,125619.78,54913.6536,191663123.1372,191663123.1372
600519.SH,20241128,1518.0,0.1907,0.4362,0.88,25.5159,23.0622,8.022,12.9112,11.5429,2.9655,3.2926,125619.78,125619.78,54913.6536,190690826.04,190690826.04
600519.SH,20241127,1519.05,0.2064,0.4723,0.98,25.5336,23.0782,8.0276,12.9202,11.5509,2.9635,3.2903,125619.78,125619.78,54913.6536,190822726.809,190822726.809
600519.SH,20241126,1509.0,0.2049,0.4688,0.92,25.3646,22.9255,7.9745,12.8347,11.4745,2.9832,3.3123,125619.78,125619.78,54913.6536,189560248.02,189560248.02
600519.SH,20241125,1498.57,0.2642,0.6043,1.24,25.1893,22.767,7.9193,12.746,11.3952,3.004,3.3353,125619.78,125619.78,54913.6536,188250033.7146,188250033.7146
600519.SH,20241122,1507.82,0.2662,0.6089,1.25,25.3448,22.9076,7.9682,12.8247,11.4655,2.9856,3.3149,125619.78,125619.78,54913.6536,189412016.6796,189412016.6796
600519.SH,20241121,1545.13,0.1454,0.3326,0.63,25.9719,23.4744,8.1654,13.142,11.7492,2.9135,3.2348,125619.78,125619.78,54913.6536,194098890.6714,194098890.6714
600519.SH,20241120,1544.81,0.1699,0.3887,0.7,25.9666,23.4695,8.1637,13.1393,11.7468,2.9141,3.2355,125619.78,125619.78,54913.6536,194058692.3418,194058692.3418
600519.SH,20241119,1541.92,0.2648,0.6058,0.99,25.918,23.4256,8.1484,13.1147,11.7248,2.9195,3.2415,125619.78,125619.78,54913.6536,193695651.1776,193695651.1776
600519.SH,20241118,1559.0,0.2157,0.4934,0.73,26.2051,23.6851,8.2387,13.26,11.8547,2.8876,3.206,125619.78,125619.78,54913.6536,195841237.02,195841237.02
600519.SH,20241115,1559.0,0.2688,0.6148,0.8,26.2051,23.6851,8.2387,13.26,11.8547,2.8876,3.206,125619.78,125619.78,54913.6536,195841237.02,195841237.02
600519.SH,20241114,1573.8,0.2328,0.5326,0.57,26.4539,23.91,8.3169,13.3858,11.9672,2.8604,3.1759,125619.78,125619.78,54913.6536,197700409.764,197700409.764
600519.SH,20241113,1578.5,0.2319,0.5304,0.55,26.5329,23.9814,8.3417,13.4258,12.003,2.8519,3.1664,125619.78,125619.78,54913.6536,198290822.73,198290822.73
600519.SH,20241112,1577.2,0.3918,0.8964,0.94,26.511,23.9616,8.3349,13.4148,11.9931,2.8542,3.169,125619.78,125619.78,54913.6536,198127517.016,198127517.016
600519.SH,20241111,1598.01,0.3491,0.7986,0.88,26.8608,24.2778,8.4448,13.5918,12.1513,2.8171,3.1278,125619.78,125619.78,54913.6536,200741664.6378,200741664.6378
600519.SH,20241108,1609.97,0.4838,1.1067,1.39,27.0618,24.4595,8.508,13.6935,12.2423,2.7961,3.1045,125619.78,125619.78,54913.6536,202244077.2066,202244077.2066
600519.SH,20241107,1649.14,0.595,1.361,2.14,27.7202,25.0546,8.715,14.0266,12.5401,2.7297,3.0308,125619.78,125619.78,54913.6536,207164603.9892,207164603.9892
600519.SH,20241106,1571.0,0.2996,0.6853,1.11,26.4068,23.8674,8.3021,13.362,11.9459,2.8655,3.1815,125619.78,125619.78,54913.6536,197348674.38,197348674.38
600519.SH,20241105,1576.99,0.3633,0.8311,1.39,26.5075,23.9584,8.3338,13.413,11.9915,2.8546,3.1695,125619.78,125619.78,54913.6536,198101136.8622,198101136.8622
600519.SH,20241104,1548.2,0.2316,0.5298,0.83,26.0235,23.521,8.1816,13.1681,11.7726,2.9077,3.2284,125619.78,125619.78,54913.6536,194484543.396,194484543.396
600519.SH,20241101,1533.75,0.257,0.5879,0.95,25.7807,23.3015,8.1052,13.0452,11.6627,2.9351,3.2588,125619.78,125619.78,54913.6536,192669337.575,192669337.575
600519.SH,20241031,1527.79,0.2385,0.5455,0.91,25.6805,23.2109,8.0737,12.9945,11.6174,2.9465,3.2715,125619.78,125619.78,54913.6536,191920643.6862,191920643.6862
600519.SH,20241030,1532.0,0.2548,0.5828,0.93,25.7512,23.2749,8.096,13.0303,11.6494,2.9384,3.2625,125619.78,125619.78,54913.6536,192449502.96,192449502.96
600519.SH,20241029,1531.62,0.3277,0.7496,1.23,25.7449,23.2691,8.094,13.0271,11.6465,2.9392,3.2633,125619.78,125619.78,54913.6536,192401767.4436,192401767.4436
600519.SH,20241028,1565.0,0.3114,0.7124,1.15,26.3059,23.7763,8.2704,13.311,11.9003,2.8765,3.1937,125619.78,125619.78,54913.6536,196594955.7,196594955.7
600519.SH,20241025,1558.85,0.2209,0.5052,0.66,26.2026,24.3411,8.959,13.2587,12.2352,2.8878,3.2063,125619.78,125619.78,54913.6536,195822394.053,195822394.053
600519.SH,20241024,1552.2,0.1904,0.4356,0.53,26.0908,24.2373,8.9208,13.2021,12.183,2.9002,3.2201,125619.78,125619.78,54913.6536,194987022.516,194987022.516
600519.SH,20241023,1567.5,0.3191,0.73,0.86,26.348,24.4762,9.0087,13.3323,12.3031,2.8719,3.1886,125619.78,125619.78,54913.6536,196909005.15,196909005.15
600519.SH,20241022,1543.0,0.2887,0.6605,0.75,25.9361,24.0936,8.8679,13.1239,12.1108,2.9175,3.2393,125619.78,125619.78,54913.6536,193831320.54,193831320.54
600519.SH,20241021,1528.8,0.3344,0.765,0.86,25.6975,23.8719,8.7863,13.0031,11.9993,2.9446,3.2694,125619.78,125619.78,54913.6536,192047519.664,192047519.664
600519.SH,20241018,1541.0,0.5462,1.2496,1.59,25.9025,24.0624,8.8564,13.1069,12.0951,2.9213,3.2435,125619.78,125619.78,54913.6536,193580080.98,193580080.98
600519.SH,20241017,1494.6,0.3141,0.7186,0.78,25.1226,23.3379,8.5898,12.7122,11.7309,3.012,3.3442,125619.78,125619.78,54913.6536,187751323.188,187751323.188
600519.SH,20241016,1522.5,0.3715,0.8498,0.72,25.5916,23.7735,8.7501,12.9495,11.9499,2.9568,3.2829,125619.78,125619.78,54913.6536,191256115.05,191256115.05
600519.SH,20241015,1554.25,0.3469,0.7935,0.46,26.1252,24.2693,8.9326,13.2196,12.1991,2.8964,3.2158,125619.78,125619.78,54913.6536,195244543.065,195244543.065
